District,Soil_Type,Crop_Name,N_kg_ha,P2O5_kg_ha,K2O_kg_ha,Zn_kg_ha,S_kg_ha,Recommended_pH,Turbidity_NTU,Water_Temp_C,Weather,Fertilizer
Wardha,Clay,Cotton,123.8,48.6,43.8,3.3,31.1,8.1,8.4,31.6,Post-Monsoon,Complex Fertilizer
Pune,Black,Sugarcane,174.4,103.2,206.8,5.9,22.9,7.1,3.5,34.2,Moderate Rainfall,DAP
Solapur,Red,Cotton,175.0,56.9,54.7,3.4,17.4,7.0,8.6,28.4,Post-Monsoon,NPK 19:19:19
Nashik,Black,Cotton,173.7,76.6,121.9,10.8,32.2,8.5,6.2,32.5,Moderate Rainfall,Organic Compost
Palghar,Red,Rice,118.1,68.4,50.9,4.4,19.4,6.6,4.1,25.0,Heavy Rainfall,DAP
Jalna,Black,Chickpea,140.4,55.1,52.9,4.5,19.9,7.0,14.9,31.9,Post-Monsoon,Complex Fertilizer
Nashik,Alluvial,Vegetables,115.8,42.7,156.4,5.8,28.7,6.2,7.6,30.9,Post-Monsoon,Organic Compost
Gadchiroli,Red,Cotton,135.2,53.4,71.6,3.1,22.2,6.2,6.6,33.3,Post-Monsoon,DAP
Thane,Laterite,Rice,141.0,68.4,56.4,3.0,19.6,5.3,7.7,27.1,Humid,Urea
Gondia,Black,Soybean,36.7,92.0,43.9,4.1,20.1,6.9,11.7,34.0,Post-Monsoon,Superphosphate
Nandurbar,Red,Cotton,148.3,62.6,58.5,4.2,21.0,6.8,8.5,31.5,Moderate Rainfall,DAP
Jalna,Sandy,Bajra,104.3,33.4,38.2,3.7,19.1,6.5,13.8,34.4,Semi-Arid,Organic Compost
Chandrapur,Clay,Chickpea,110.7,40.5,46.8,4.1,15.5,6.3,6.4,31.9,Winter,DAP
Akola,Black,Cotton,113.5,49.0,68.3,3.5,18.3,8.4,2.8,31.0,Moderate Rainfall,DAP
Buldhana,Clay,Cotton,119.8,58.7,57.6,3.4,17.7,7.6,5.7,27.1,Post-Monsoon,DAP
Solapur,Red,Cotton,156.4,58.1,47.7,3.2,21.4,6.0,10.5,29.3,Moderate Rainfall,NPK 19:19:19
Jalna,Red,Cotton,106.0,72.4,79.6,3.9,20.2,6.2,8.6,31.9,Semi-Arid,Urea
Chandrapur,Red,Soybean,119.5,63.6,52.2,2.8,15.8,6.8,7.0,28.8,Post-Monsoon,NPK 12:32:16
Gondia,Red,Maize,123.2,52.5,63.6,4.6,12.1,6.1,12.2,32.0,Monsoon,NPK 12:32:16
Wardha,Clay,Cotton,150.6,32.6,42.5,4.3,17.6,7.6,6.1,34.2,Monsoon,DAP
Bhandara,Clay,Cotton,122.0,49.2,48.9,3.8,17.1,6.8,8.6,30.9,Post-Monsoon,NPK 12:32:16
Buldhana,Clay,Chickpea,132.0,55.7,60.6,3.5,17.9,8.0,6.1,31.5,Post-Monsoon,DAP
Nandurbar,Red,Cotton,121.5,44.4,49.5,4.3,25.0,6.1,12.7,28.8,Monsoon,DAP
Dhule,Alluvial,Cotton,133.6,52.8,36.6,3.3,17.1,7.5,4.9,27.8,Post-Monsoon,NPK 19:19:19
Yavatmal,Red,Soybean,31.4,104.2,66.4,4.8,22.5,5.6,8.7,30.2,Monsoon,DAP
Dhule,Red,Cotton,163.3,68.7,53.4,5.2,21.5,6.7,4.9,28.8,Moderate Rainfall,Urea
Palghar,Red,Vegetables,106.1,65.5,59.7,4.1,12.2,6.6,6.4,29.1,Post-Monsoon,DAP
Akola,Black,Soybean,27.6,50.5,51.0,5.6,17.5,7.3,7.5,34.8,Monsoon,DAP
Wardha,Red,Cotton,130.5,59.8,58.1,2.7,18.4,6.2,11.2,32.5,Moderate Rainfall,DAP
Kolhapur,Red,Soybean,120.0,84.7,59.7,3.6,15.9,6.4,6.2,33.1,Post-Monsoon,MOP
Dhule,Alluvial,Cotton,99.6,47.4,67.3,3.2,25.4,7.4,3.4,29.7,Monsoon,Urea
Ratnagiri,Red,Mango,96.7,75.1,56.8,3.3,23.0,5.9,8.1,29.6,Monsoon,Urea
Mumbai City,Sandy,Coconut,154.0,70.6,98.0,5.1,25.0,5.7,3.7,27.9,Monsoon,Vermicompost
Chandrapur,Clay,Wheat,85.4,40.0,52.9,3.4,17.8,6.5,7.3,28.3,Winter,DAP
Chandrapur,Clay,Cotton,95.6,54.0,59.3,3.1,10.9,7.4,5.2,30.9,Moderate Rainfall,Urea
Parbhani,Black,Sorghum,86.3,45.3,45.9,3.4,26.3,8.1,8.3,37.1,Summer,Urea
Wardha,Clay,Chickpea,128.6,60.6,58.5,4.6,14.7,7.6,6.5,25.0,Winter,DAP
Parbhani,Red,Cotton,134.9,66.9,52.0,3.9,24.2,6.9,15.5,38.0,Semi-Arid,Urea
Mumbai City,Sandy,Coconut,179.4,83.6,90.4,3.3,19.9,7.5,2.4,26.6,Humid,Organic Compost
Ahmednagar,Red,Vegetables,136.1,75.0,39.4,2.7,17.8,6.3,9.4,27.5,Winter,NPK 12:32:16
Pune,Black,Onion,224.3,105.0,256.2,6.7,32.4,7.4,12.7,27.9,Winter,NPK 19:19:19
Wardha,Red,Cotton,152.1,63.0,69.5,3.3,22.5,7.3,9.7,29.4,Post-Monsoon,DAP
Aurangabad,Black,Cotton,94.2,43.0,38.6,4.0,10.8,7.3,12.4,28.8,Semi-Arid,Ammonium Sulphate
Mumbai Suburban,Laterite,Rice,106.6,75.7,73.0,5.7,11.3,6.1,3.9,27.8,Heavy Rainfall,NPK 12:32:16
Nashik,Red,Cotton,177.6,121.2,142.3,4.1,23.3,6.0,10.6,29.6,Moderate Rainfall,Superphosphate
Gadchiroli,Red,Cotton,128.6,61.8,55.7,3.3,20.9,6.3,7.5,30.0,Post-Monsoon,DAP
Ahmednagar,Clay,Wheat,176.3,125.8,164.3,8.4,37.8,8.0,4.0,35.6,Post-Monsoon,Urea
Palghar,Red,Mango,130.7,58.6,58.9,3.7,15.8,6.6,5.1,25.0,Heavy Rainfall,DAP
Thane,Laterite,Mango,141.6,74.1,68.1,2.5,12.7,5.6,5.9,29.0,Monsoon,Urea
Satara,Black,Grapes,243.3,78.9,242.1,5.6,25.9,7.1,9.6,29.5,Winter,Urea
Ahmednagar,Black,Sugarcane,196.2,106.1,149.9,7.1,39.0,7.2,3.1,29.0,Moderate Rainfall,Complex Fertilizer
Nandurbar,Red,Vegetables,132.9,102.7,49.4,4.2,22.4,5.6,4.0,26.9,Winter,Ammonium Sulphate
Mumbai Suburban,Laterite,Vegetables,147.3,77.7,60.8,4.6,17.7,6.1,3.6,32.4,Humid,Urea
Beed,Black,Sorghum,100.2,45.9,53.0,4.5,22.8,7.4,14.1,32.8,Summer,Complex Fertilizer
Gondia,Black,Cotton,119.3,50.6,77.1,3.7,19.5,8.2,4.0,29.1,Moderate Rainfall,NPK 12:32:16
Wardha,Black,Cotton,124.5,39.7,69.2,4.2,18.5,7.6,2.5,25.2,Moderate Rainfall,NPK 19:19:19
Kolhapur,Red,Cotton,139.6,90.5,52.5,3.9,16.6,5.9,6.1,32.2,Post-Monsoon,MOP
Jalna,Sandy,Bajra,100.5,35.0,43.5,2.6,10.5,5.9,11.1,27.3,Dry,Urea
Ratnagiri,Red,Mango,120.9,77.6,69.4,4.1,21.1,6.5,5.8,33.1,Monsoon,Urea
Raigad,Sandy,Vegetables,733.6,385.5,1534.8,10.2,43.8,7.6,1.9,30.3,Heavy Rainfall,Superphosphate
Nashik,Red,Vegetables,118.5,68.2,165.8,6.7,27.9,6.0,3.5,31.6,Post-Monsoon,Organic Compost
Buldhana,Clay,Cotton,144.1,62.4,61.5,2.9,15.5,7.5,7.7,30.8,Post-Monsoon,DAP
Chandrapur,Black,Cotton,141.6,51.5,59.6,3.2,23.5,7.7,5.3,27.7,Moderate Rainfall,DAP
Wardha,Clay,Chickpea,113.9,48.6,58.4,4.4,17.5,7.7,6.6,28.6,Winter,DAP
Latur,Black,Sorghum,87.2,38.7,54.3,2.8,16.0,8.5,7.6,36.0,Post-Monsoon,Superphosphate
Washim,Clay,Chickpea,108.3,50.6,56.1,3.3,22.6,7.9,7.5,33.2,Post-Monsoon,Urea
Chandrapur,Black,Cotton,94.4,55.1,66.9,3.1,23.5,7.6,11.0,30.7,Monsoon,DAP
Nashik,Alluvial,Cotton,106.6,59.1,169.4,6.5,26.8,6.6,7.1,32.9,Post-Monsoon,Organic Compost
Gondia,Clay,Wheat,120.6,47.0,56.7,4.1,20.2,6.8,6.1,29.9,Post-Monsoon,DAP
Gadchiroli,Clay,Soybean,116.0,52.3,55.9,3.8,15.1,7.4,5.2,29.8,Post-Monsoon,DAP
Raigad,Red,Vegetables,134.9,77.7,44.8,2.8,16.4,6.8,8.3,33.2,Post-Monsoon,NPK 12:32:16
Ratnagiri,Laterite,Mango,114.4,78.1,63.4,5.0,14.3,5.0,7.2,28.6,Monsoon,NPK 12:32:16
Solapur,Black,Pomegranate,121.2,59.6,53.3,5.2,21.3,7.1,10.5,30.2,Semi-Arid,DAP
Mumbai City,Sandy,Coconut,204.3,79.3,90.4,3.1,18.6,7.4,3.0,27.5,Humid,Organic Compost
Pune,Alluvial,Wheat,249.8,96.3,136.1,11.4,33.6,6.7,4.8,29.9,Post-Monsoon,NPK 19:19:19
Akola,Black,Cotton,116.3,41.9,73.7,3.5,22.1,8.5,3.0,32.8,Moderate Rainfall,DAP
Thane,Red,Rice,131.7,80.6,71.2,5.5,19.1,6.7,3.4,28.3,Humid,NPK 12:32:16
Satara,Red,Vegetables,138.8,82.0,66.3,8.9,27.2,5.8,8.4,33.5,Winter,Urea
Parbhani,Black,Sunflower,105.1,52.7,61.1,4.9,20.0,8.5,15.2,35.1,Dry,Organic Compost
Kolhapur,Alluvial,Cotton,111.5,34.0,70.1,3.0,19.7,6.6,7.8,34.1,Post-Monsoon,DAP
Parbhani,Red,Cotton,100.0,71.5,57.1,4.0,21.2,6.7,15.7,35.5,Semi-Arid,Urea
Nagpur,Black,Cotton,126.4,58.8,76.6,4.6,27.5,7.3,10.6,34.2,Post-Monsoon,Urea
Ahmednagar,Clay,Chickpea,85.6,52.9,65.5,4.6,17.4,8.1,11.7,35.6,Winter,Urea
Sindhudurg,Laterite,Mango,605.7,423.6,1307.2,14.4,37.6,6.3,6.6,27.7,Monsoon,Superphosphate
Parbhani,Black,Sorghum,96.9,49.3,52.7,3.3,22.5,8.2,7.7,36.3,Summer,Urea
Bhandara,Clay,Wheat,114.9,63.5,56.3,5.2,17.9,7.4,11.9,30.0,Moderate Rainfall,NPK 12:32:16
Chandrapur,Red,Cotton,147.8,61.2,51.3,2.2,15.2,7.0,6.5,32.5,Post-Monsoon,NPK 12:32:16
Washim,Black,Sorghum,113.3,40.1,70.0,5.6,15.1,8.3,5.1,30.8,Monsoon,DAP
Osmanabad,Red,Cotton,133.2,67.7,41.2,2.9,17.2,6.1,10.2,30.2,Post-Monsoon,Urea
Thane,Laterite,Rice,110.1,66.3,61.9,4.0,22.3,5.1,7.6,25.0,Humid,Urea
Jalgaon,Alluvial,Cotton,127.2,65.1,42.5,2.8,18.0,6.2,4.0,29.9,Monsoon,NPK 19:19:19
Wardha,Clay,Cotton,131.4,35.5,60.1,4.3,15.9,7.7,5.6,32.2,Monsoon,DAP
Ratnagiri,Laterite,Rice,162.5,77.0,69.3,5.0,11.2,5.3,5.9,25.1,Monsoon,NPK 12:32:16
Wardha,Clay,Cotton,130.5,36.8,38.3,3.7,24.9,7.9,10.0,27.8,Post-Monsoon,Complex Fertilizer
Sindhudurg,Laterite,Vegetables,176.6,83.8,56.3,4.2,22.6,6.5,5.2,31.6,Post-Monsoon,NPK 12:32:16
Jalgaon,Red,Vegetables,150.6,68.4,67.4,4.8,16.4,6.4,7.4,32.2,Winter,NPK 19:19:19
Thane,Laterite,Coconut,100.9,57.2,70.5,3.6,23.5,5.3,7.9,26.2,Humid,Urea
Washim,Black,Soybean,118.0,37.1,50.8,2.6,24.3,8.0,3.9,28.6,Moderate Rainfall,NPK 19:19:19
Palghar,Laterite,Vegetables,118.1,79.0,68.4,4.5,21.4,5.4,3.0,29.6,Heavy Rainfall,Urea
Pune,Red,Vegetables,125.5,80.0,74.4,4.3,19.2,5.9,7.5,29.0,Post-Monsoon,DAP
Gondia,Red,Soybean,104.1,57.5,62.7,3.6,14.0,7.0,5.5,29.5,Moderate Rainfall,Urea
Aurangabad,Red,Cotton,139.6,54.2,58.1,4.8,28.7,6.1,17.1,35.2,Semi-Arid,Complex Fertilizer
Buldhana,Clay,Wheat,36.6,85.2,52.7,3.7,18.1,8.0,10.3,35.2,Winter,DAP
Nandurbar,Alluvial,Vegetables,157.7,47.5,42.6,3.5,12.4,7.0,8.3,31.9,Post-Monsoon,NPK 19:19:19
Nandurbar,Alluvial,Vegetables,118.7,42.3,56.6,2.8,14.3,7.3,10.4,27.6,Winter,Urea
Nagpur,Black,Soybean,136.4,47.1,45.3,4.8,29.2,7.4,12.8,31.6,Monsoon,NPK 19:19:19
Raigad,Sandy,Coconut,701.3,399.0,1515.2,9.7,29.0,6.5,2.0,27.7,Monsoon,NPK 12:32:16
Akola,Clay,Soybean,34.1,75.5,35.2,4.0,26.0,7.6,9.4,29.8,Monsoon,NPK 12:32:16
Dhule,Black,Cotton,113.8,59.9,69.6,3.6,23.4,8.5,11.2,26.1,Monsoon,Urea
Thane,Laterite,Rice,110.5,73.2,66.6,3.5,23.6,5.1,7.5,27.6,Humid,Urea
Ahmednagar,Black,Wheat,91.2,59.7,60.9,3.3,22.1,8.1,10.4,36.1,Winter,Urea
Amravati,Clay,Soybean,32.6,54.3,41.1,3.0,24.3,6.9,13.9,28.4,Monsoon,NPK 12:32:16
Akola,Black,Chickpea,131.3,49.1,50.0,2.8,16.3,8.1,12.5,26.9,Winter,Urea
Osmanabad,Sandy,Bajra,65.1,31.0,40.1,5.6,11.1,6.4,11.9,31.5,Dry,Complex Fertilizer
Bhandara,Clay,Cotton,89.6,64.1,70.8,4.4,15.9,7.5,11.5,31.7,Moderate Rainfall,NPK 12:32:16
Mumbai Suburban,Red,Mango,126.6,67.6,54.6,3.1,17.5,5.7,7.7,33.2,Monsoon,DAP
Kolhapur,Black,Onion,173.0,88.4,186.0,10.5,32.8,7.9,5.3,27.5,Moderate Rainfall,NPK 19:19:19
Mumbai City,Red,Rice,112.8,45.5,55.3,6.0,12.4,6.4,6.2,25.5,Monsoon,NPK 12:32:16
Hingoli,Black,Cotton,122.9,51.6,66.0,6.2,12.4,7.3,14.9,34.6,Post-Monsoon,Complex Fertilizer
Pune,Red,Soybean,138.6,76.5,90.4,5.7,30.7,5.7,8.4,32.3,Moderate Rainfall,Organic Compost
Nandurbar,Black,Grapes,126.2,43.3,75.5,4.1,20.8,8.1,5.1,27.2,Winter,Complex Fertilizer
Wardha,Red,Cotton,155.6,66.5,54.3,3.0,25.8,6.8,12.4,31.9,Post-Monsoon,DAP
Ratnagiri,Red,Mango,199.3,116.5,152.7,8.5,25.3,5.5,3.7,26.9,Heavy Rainfall,Vermicompost
Sangli,Black,Onion,171.3,76.6,190.8,7.7,30.0,7.0,9.9,33.1,Post-Monsoon,NPK 19:19:19
Gondia,Black,Cotton,110.9,64.4,60.3,3.7,21.9,7.9,4.2,31.1,Moderate Rainfall,NPK 12:32:16
Gadchiroli,Black,Wheat,27.2,58.5,51.2,3.9,19.8,7.6,10.2,35.6,Winter,DAP
Amravati,Black,Cotton,32.4,70.7,42.1,3.3,22.2,7.6,6.9,36.7,Moderate Rainfall,Superphosphate
Pune,Alluvial,Vegetables,234.7,96.0,170.9,10.0,36.5,7.7,5.2,36.5,Winter,DAP
Ratnagiri,Red,Mango,103.0,64.8,75.4,3.6,18.8,6.1,6.0,29.4,Monsoon,Urea
Raigad,Red,Rice,129.0,74.8,48.5,3.8,17.1,6.8,7.6,31.7,Humid,Urea
Latur,Red,Cotton,41.2,76.9,56.0,3.9,19.5,6.8,9.6,35.7,Semi-Arid,NPK 12:32:16
Washim,Clay,Chickpea,131.4,61.4,49.6,3.4,20.8,7.1,7.0,27.4,Winter,Complex Fertilizer
Nashik,Red,Cotton,127.3,57.1,67.0,2.4,23.3,6.0,6.1,28.7,Monsoon,NPK 12:32:16
Wardha,Red,Cotton,119.4,70.7,65.0,2.7,17.7,5.9,9.6,28.5,Moderate Rainfall,DAP
Solapur,Black,Grapes,66.4,36.6,43.5,3.9,13.0,7.3,3.4,25.9,Winter,DAP
Satara,Red,Vegetables,126.3,69.6,64.6,8.7,22.6,5.7,8.8,29.2,Winter,Urea
Raigad,Sandy,Coconut,649.4,402.8,1449.1,9.9,35.7,6.9,3.4,30.2,Humid,Urea
Amravati,Clay,Cotton,44.4,64.2,44.4,3.1,17.1,7.6,8.9,29.3,Post-Monsoon,DAP
Mumbai City,Sandy,Coconut,158.1,74.7,92.5,3.3,28.4,6.5,4.6,25.0,Heavy Rainfall,Ammonium Sulphate
Amravati,Clay,Cotton,39.0,74.2,42.0,3.0,15.3,7.2,10.7,30.2,Post-Monsoon,DAP
Jalgaon,Red,Cotton,179.6,73.0,39.1,4.6,25.4,5.4,6.2,32.0,Moderate Rainfall,Complex Fertilizer
Chandrapur,Clay,Chickpea,103.0,50.9,59.9,4.7,18.7,6.5,2.6,31.6,Post-Monsoon,DAP
Wardha,Black,Soybean,118.4,49.6,69.3,2.6,22.8,7.6,9.5,29.9,Monsoon,NPK 19:19:19
Sindhudurg,Red,Rice,136.9,68.9,58.3,2.9,17.9,5.5,6.3,28.8,Heavy Rainfall,DAP
Palghar,Red,Vegetables,129.2,59.0,60.6,4.4,11.7,6.1,4.5,33.7,Post-Monsoon,DAP
Palghar,Sandy,Coconut,538.7,419.8,1617.8,11.1,37.6,6.5,4.6,25.0,Humid,Organic Compost
Parbhani,Black,Sorghum,71.1,47.6,39.3,3.5,21.2,7.8,9.2,35.8,Summer,Urea
Satara,Alluvial,Sugarcane,235.5,82.3,151.6,10.3,34.0,6.8,5.2,28.0,Moderate Rainfall,NPK 19:19:19
Sindhudurg,Sandy,Coconut,679.5,434.0,1335.0,9.6,22.2,7.2,5.6,28.5,Monsoon,NPK 12:32:16
Amravati,Red,Cotton,30.5,102.6,43.1,3.7,14.9,6.6,10.9,31.6,Post-Monsoon,NPK 12:32:16
Parbhani,Red,Cotton,179.8,50.7,58.1,5.2,20.0,6.9,8.2,35.3,Post-Monsoon,NPK 19:19:19
Chandrapur,Clay,Chickpea,117.6,40.1,43.6,3.9,15.3,6.8,8.5,33.8,Winter,DAP
Latur,Black,Cotton,89.7,37.7,51.5,3.3,12.3,8.5,9.2,36.3,Post-Monsoon,Superphosphate
Parbhani,Red,Soybean,156.9,44.8,41.0,5.0,20.5,7.2,8.1,32.7,Post-Monsoon,NPK 19:19:19
Mumbai Suburban,Laterite,Rice,111.2,58.7,49.9,3.8,15.0,5.6,3.7,31.7,Humid,Urea
Nashik,Red,Cotton,212.1,123.0,146.6,3.8,30.3,6.1,8.1,27.1,Moderate Rainfall,Superphosphate
Solapur,Black,Pomegranate,104.3,56.6,72.9,6.0,24.3,7.5,14.1,25.0,Semi-Arid,DAP
Mumbai City,Red,Vegetables,146.3,65.8,56.3,2.9,16.2,5.5,5.3,30.5,Post-Monsoon,NPK 12:32:16
Palghar,Red,Mango,123.0,76.4,64.2,3.5,16.3,7.1,5.1,28.3,Heavy Rainfall,DAP
Kolhapur,Alluvial,Wheat,103.9,35.0,51.3,3.7,22.7,6.8,9.7,29.6,Post-Monsoon,DAP
Gondia,Red,Cotton,113.2,58.0,58.0,5.3,15.7,6.1,4.1,31.6,Post-Monsoon,Urea
Nashik,Alluvial,Wheat,155.6,61.1,56.3,2.7,15.4,7.3,5.2,34.6,Winter,Superphosphate
Jalna,Red,Soybean,153.9,60.0,49.4,3.8,24.1,5.7,20.0,34.1,Post-Monsoon,Complex Fertilizer
Pune,Alluvial,Sugarcane,239.0,100.2,117.8,8.9,36.9,6.7,10.6,32.5,Moderate Rainfall,Complex Fertilizer
Ahmednagar,Clay,Chickpea,87.0,45.5,63.4,4.1,13.8,8.4,12.6,36.1,Winter,Urea
Ratnagiri,Sandy,Vegetables,567.1,343.7,1425.9,11.0,33.3,7.0,7.3,25.0,Heavy Rainfall,Ammonium Sulphate
Nanded,Alluvial,Cotton,157.0,38.3,37.5,4.8,25.9,7.4,13.0,30.9,Semi-Arid,Urea
Dhule,Black,Chickpea,96.9,54.8,48.9,2.8,23.9,7.4,6.4,34.9,Winter,NPK 19:19:19
Sindhudurg,Red,Mango,133.6,82.3,54.9,3.1,15.6,5.8,7.1,32.1,Monsoon,NPK 12:32:16
Jalgaon,Black,Cotton,99.9,71.2,54.6,4.7,23.9,7.6,10.5,25.0,Monsoon,Complex Fertilizer
Nanded,Alluvial,Cotton,31.3,76.1,44.1,3.6,18.0,6.7,10.2,38.0,Post-Monsoon,NPK 12:32:16
Nagpur,Black,Cotton,115.9,53.3,72.0,5.8,23.8,6.8,11.9,35.3,Post-Monsoon,Urea
Nandurbar,Alluvial,Wheat,120.2,55.1,53.5,2.7,13.6,7.6,9.0,31.3,Post-Monsoon,NPK 19:19:19
Sindhudurg,Laterite,Rice,641.7,411.6,1280.1,13.9,30.4,5.8,6.7,28.2,Monsoon,Superphosphate
Mumbai City,Sandy,Vegetables,106.4,83.6,113.1,2.7,34.5,6.4,7.1,25.0,Post-Monsoon,Complex Fertilizer
Bhandara,Clay,Chickpea,131.6,53.1,64.6,4.6,21.0,6.7,9.1,33.3,Post-Monsoon,NPK 12:32:16
Ratnagiri,Red,Vegetables,135.3,83.9,168.9,9.9,35.5,6.8,4.7,30.3,Post-Monsoon,Organic Compost
Ratnagiri,Red,Rice,180.1,106.3,150.4,10.0,23.1,5.7,3.1,26.2,Heavy Rainfall,Vermicompost
Solapur,Red,Vegetables,159.5,43.6,64.6,3.4,17.1,7.2,8.4,28.2,Post-Monsoon,NPK 19:19:19
Parbhani,Black,Sorghum,94.9,37.1,38.5,3.2,25.0,8.3,9.4,38.0,Summer,Urea
Yavatmal,Red,Cotton,117.2,70.9,43.2,4.8,24.7,6.0,5.1,28.4,Post-Monsoon,Urea
Ratnagiri,Laterite,Rice,120.1,83.4,82.3,5.7,11.5,5.0,7.1,25.0,Monsoon,NPK 12:32:16
Mumbai Suburban,Sandy,Coconut,163.2,73.7,127.2,2.8,21.0,7.3,6.2,26.0,Monsoon,Vermicompost
Nagpur,Black,Wheat,127.0,57.9,46.3,3.6,22.5,7.3,9.2,29.8,Winter,NPK 19:19:19
Ratnagiri,Red,Rice,109.5,65.8,59.2,3.8,21.6,6.3,7.7,32.5,Monsoon,Urea
Bhandara,Black,Chickpea,28.4,65.0,41.4,3.1,20.3,7.1,9.5,28.8,Winter,Superphosphate
Jalna,Black,Sunflower,75.4,50.2,42.4,5.3,12.4,8.0,15.6,32.1,Dry,Vermicompost
Gondia,Red,Rice,147.6,67.0,62.9,6.0,10.3,6.0,10.0,32.9,Monsoon,NPK 12:32:16
Nagpur,Clay,Rice,33.7,77.7,42.4,3.5,23.1,7.8,11.3,32.5,Monsoon,DAP
Pune,Red,Vegetables,129.2,92.1,102.1,4.6,28.0,6.3,7.3,28.2,Winter,Ammonium Sulphate
Nanded,Alluvial,Cotton,39.3,87.8,50.0,2.8,20.0,7.0,11.8,37.1,Post-Monsoon,NPK 12:32:16
Solapur,Black,Wheat,124.0,45.2,61.7,6.4,17.1,8.2,10.1,29.4,Post-Monsoon,DAP
Wardha,Clay,Cotton,149.0,43.5,41.9,3.2,27.7,8.1,7.7,29.7,Post-Monsoon,Complex Fertilizer
Wardha,Black,Cotton,131.1,50.6,57.8,4.7,15.3,8.0,3.0,29.1,Moderate Rainfall,NPK 19:19:19
Beed,Red,Cotton,151.6,59.0,52.3,4.2,22.4,5.4,19.1,38.0,Post-Monsoon,NPK 19:19:19
Mumbai Suburban,Laterite,Vegetables,189.9,71.9,62.5,3.4,9.8,5.1,5.9,25.0,Post-Monsoon,DAP
Amravati,Red,Soybean,26.9,79.6,40.8,3.8,14.9,6.6,9.5,36.3,Post-Monsoon,NPK 12:32:16
Akola,Black,Wheat,110.2,36.4,71.3,3.4,23.2,8.1,2.9,31.2,Moderate Rainfall,DAP
Sangli,Black,Cotton,206.9,95.1,197.5,6.6,32.8,7.4,11.5,32.2,Post-Monsoon,NPK 19:19:19
Jalna,Black,Safflower,91.0,52.6,37.9,4.7,11.3,6.9,12.5,31.2,Semi-Arid,Organic Compost
Nanded,Black,Sorghum,87.9,43.3,56.1,3.4,23.2,8.2,16.5,30.9,Summer,DAP
Mumbai Suburban,Sandy,Coconut,181.9,76.4,120.8,2.8,19.6,7.4,5.4,25.0,Monsoon,Vermicompost
Nashik,Red,Cotton,220.7,110.0,172.9,4.2,24.0,6.2,11.0,26.7,Moderate Rainfall,Superphosphate
Solapur,Black,Cotton,96.4,58.4,69.9,4.6,20.6,7.4,13.7,25.2,Semi-Arid,DAP
Amravati,Red,Cotton,26.7,66.5,32.8,4.2,22.6,6.9,6.9,30.5,Moderate Rainfall,Ammonium Sulphate
Washim,Red,Cotton,137.7,64.7,44.8,3.0,15.1,7.3,6.3,32.4,Monsoon,NPK 19:19:19
Dhule,Alluvial,Maize,106.4,44.7,46.3,3.8,24.2,7.1,3.3,27.7,Monsoon,Urea
Palghar,Red,Vegetables,132.0,80.3,67.5,4.5,9.3,5.8,6.7,31.7,Humid,DAP
Raigad,Laterite,Rice,114.8,86.9,71.6,4.5,9.6,6.2,4.2,26.7,Monsoon,Urea
Sangli,Black,Onion,225.0,76.2,250.3,7.2,36.5,7.3,11.8,29.8,Post-Monsoon,NPK 19:19:19
Mumbai City,Sandy,Coconut,123.7,91.0,96.6,3.1,28.9,6.9,4.3,29.0,Heavy Rainfall,Ammonium Sulphate
Nagpur,Red,Cotton,100.3,64.5,72.1,5.6,22.2,5.5,6.6,27.1,Monsoon,DAP
Washim,Black,Sorghum,112.8,36.9,56.0,4.5,18.5,8.2,4.7,31.7,Monsoon,DAP
Sangli,Alluvial,Soybean,253.7,101.1,175.2,4.3,30.0,7.3,8.0,35.0,Moderate Rainfall,Urea
Sangli,Alluvial,Vegetables,197.0,89.3,198.1,6.6,29.2,6.5,7.3,29.8,Winter,DAP
Buldhana,Black,Cotton,113.1,42.0,53.1,4.5,22.2,7.4,5.2,28.6,Moderate Rainfall,NPK 19:19:19
Palghar,Red,Rice,121.8,55.9,55.9,4.1,10.4,6.4,8.3,30.6,Humid,DAP
Dhule,Alluvial,Cotton,100.4,28.7,42.9,2.3,27.8,6.7,5.6,28.2,Moderate Rainfall,NPK 19:19:19
Thane,Laterite,Rice,120.7,58.5,62.1,2.7,14.2,5.5,6.3,28.5,Monsoon,Urea
Akola,Clay,Chickpea,32.4,59.3,44.2,2.9,23.1,7.0,4.7,30.6,Winter,DAP
Akola,Clay,Cotton,123.4,39.1,51.6,4.6,22.8,7.3,10.3,31.0,Post-Monsoon,Urea
Washim,Black,Cotton,91.8,66.5,47.9,3.5,19.5,8.4,9.2,28.5,Post-Monsoon,DAP
Buldhana,Clay,Chickpea,33.7,82.3,54.3,3.8,21.0,7.8,11.2,36.0,Winter,DAP
Washim,Clay,Soybean,41.1,72.1,42.7,3.3,24.6,7.7,10.6,31.2,Moderate Rainfall,DAP
Nagpur,Red,Cotton,110.2,78.7,49.3,3.0,20.5,6.4,7.5,28.1,Moderate Rainfall,DAP
Washim,Black,Soybean,95.0,37.5,56.3,2.8,25.4,7.9,4.0,29.6,Moderate Rainfall,NPK 19:19:19
Ratnagiri,Red,Vegetables,231.5,136.3,130.4,10.5,22.1,6.6,2.2,25.0,Humid,Ammonium Sulphate
Latur,Sandy,Bajra,111.5,41.7,59.6,3.7,14.2,6.0,7.4,37.8,Dry,Organic Compost
