District,Soil_Type,Crop_Name,N_kg_ha,P2O5_kg_ha,K2O_kg_ha,Zn_kg_ha,S_kg_ha,Recommended_pH,Turbidity_NTU,Water_Temp_C,Weather,Fertilizer
Mumbai City,Laterite,Rice,124.9,71.9,62.1,4.74,16.8,5.5,6.6,25.1,Monsoon,NPK 12:32:16
Akola,Red,Soybean,37.5,69.6,45.5,3.4,23.1,6.8,5.3,31.9,Winter,NPK 12:32:16
Nanded,Black,Sorghum,68.4,40.4,55.6,4.15,17.2,7.3,8.2,31.5,Dry,Ammonium Sulphate
Hingoli,Black,Bajra,62.2,37.6,38.9,2.52,14.0,8.0,10.9,34.4,Post-Monsoon,Vermicompost
Sangli,Black,Grapes,134.5,68.2,155.6,5.68,23.0,7.8,3.8,32.2,Pre-Monsoon,Complex Fertilizer
Gondia,Black,Rice,97.1,54.7,60.2,3.2,9.9,8.2,7.8,34.8,Winter,NPK 12:32:16
Jalna,Black,Cotton,102.0,59.3,52.8,4.4,19.1,7.5,11.6,37.5,Dry,DAP
Mumbai City,Red,Rice,118.8,61.7,53.4,3.56,21.6,6.1,6.9,31.8,Monsoon,Urea
Satara,Red,Sorghum,92.6,57.4,47.6,4.62,19.0,6.5,11.3,34.0,Moderate Rainfall,Urea
Satara,Black,Sugarcane,209.3,113.2,206.3,5.29,42.7,7.9,10.2,32.1,Moderate Rainfall,NPK 19:19:19
Nagpur,Black,Cotton,105.3,60.1,66.1,3.09,24.5,8.4,5.1,28.3,Winter,Urea
Nanded,Black,Sorghum,82.7,42.9,51.3,4.61,16.0,7.1,15.7,36.9,Post-Monsoon,DAP
Akola,Black,Cotton,94.5,45.0,62.0,4.34,17.7,7.5,6.4,29.0,Monsoon,NPK 19:19:19
Nashik,Red,Grapes,121.1,83.7,118.6,8.02,23.0,5.5,6.1,30.0,Post-Monsoon,Organic Compost
Palghar,Laterite,Rice,126.6,68.5,64.8,3.9,11.6,6.2,7.6,31.0,Humid,Urea
Palghar,Sandy,Rice,128.9,68.6,64.3,4.26,11.8,6.9,2.3,25.7,Humid,DAP
Mumbai City,Red,Rice,131.1,66.3,66.4,2.36,12.6,6.8,2.5,28.6,Monsoon,NPK 12:32:16
Mumbai City,Laterite,Rice,134.6,71.2,62.5,3.89,11.9,6.0,3.6,30.9,Heavy Rainfall,Urea
Nagpur,Black,Soybean,32.1,66.4,56.6,4.12,26.0,8.1,5.9,30.5,Winter,Superphosphate
Mumbai Suburban,Sandy,Rice,139.4,58.9,72.6,4.61,20.4,6.8,6.8,27.8,Humid,DAP
Jalna,Sandy,Sorghum,103.2,49.1,47.3,4.19,11.1,7.5,16.8,34.0,Post-Monsoon,NPK 12:32:16
Mumbai City,Red,Vegetables,123.1,72.4,98.7,4.51,24.7,5.6,4.2,28.0,Monsoon,Ammonium Sulphate
Satara,Black,Wheat,114.2,58.1,61.8,3.62,20.6,8.5,11.4,33.0,Moderate Rainfall,DAP
Gadchiroli,Red,Rice,120.6,70.9,69.6,5.13,12.2,6.3,3.4,33.5,Winter,DAP
Gondia,Black,Rice,103.6,58.0,61.3,2.59,15.9,7.1,10.2,33.7,Monsoon,NPK 12:32:16
Sangli,Alluvial,Sorghum,78.9,37.1,49.7,3.7,20.3,6.9,6.4,27.3,Moderate Rainfall,Superphosphate
Dhule,Alluvial,Sorghum,90.4,37.7,51.6,4.52,12.8,6.7,7.5,32.1,Moderate Rainfall,MOP
Akola,Black,Wheat,86.0,54.0,65.8,3.52,21.9,7.2,3.4,33.5,Monsoon,NPK 12:32:16
Ratnagiri,Laterite,Mango,185.5,71.8,247.1,8.78,26.7,6.0,6.5,26.3,Humid,MOP
Beed,Red,Cotton,105.8,60.2,45.5,2.56,22.4,6.3,8.0,33.0,Post-Monsoon,NPK 19:19:19
Sangli,Red,Turmeric,152.4,76.0,103.1,4.21,22.5,6.4,3.6,31.9,Moderate Rainfall,NPK 12:32:16
Sangli,Red,Sugarcane,276.5,94.6,206.4,5.89,36.6,5.9,11.8,28.2,Moderate Rainfall,DAP
Nandurbar,Red,Sorghum,103.2,56.1,50.2,4.17,17.6,6.9,4.3,29.5,Post-Monsoon,Organic Compost
Washim,Black,Cotton,97.7,49.8,64.1,4.93,17.0,7.4,4.4,30.1,Post-Monsoon,NPK 19:19:19
Thane,Laterite,Rice,126.9,78.8,70.7,3.28,16.0,6.3,3.9,26.3,Post-Monsoon,Urea
Amravati,Black,Soybean,31.7,71.6,47.1,3.68,18.5,7.3,3.4,31.6,Winter,DAP
Jalna,Red,Sorghum,86.9,50.1,50.1,3.18,12.4,6.3,18.5,30.8,Dry,MOP
Thane,Laterite,Rice,132.9,70.5,59.4,3.08,17.8,5.8,7.2,27.6,Monsoon,Urea
Satara,Red,Sugarcane,307.1,134.8,232.8,6.34,26.8,6.1,11.1,32.6,Post-Monsoon,Urea
Osmanabad,Black,Sorghum,74.1,44.0,43.1,2.73,13.8,7.5,12.6,30.3,Semi-Arid,Urea
Chandrapur,Black,Wheat,91.4,52.5,59.6,4.84,20.5,7.4,10.4,26.8,Winter,NPK 12:32:16
Kolhapur,Alluvial,Sorghum,75.6,42.9,39.8,4.39,14.6,6.8,3.3,32.0,Post-Monsoon,Superphosphate
Nagpur,Clay,Cotton,121.8,46.7,60.6,4.21,26.2,6.7,8.8,29.4,Moderate Rainfall,DAP
Ratnagiri,Laterite,Mango,155.8,116.0,154.0,7.45,27.3,6.0,5.0,26.3,Post-Monsoon,Vermicompost
Washim,Clay,Cotton,101.3,47.0,48.1,2.86,23.7,7.7,10.9,31.2,Winter,DAP
Solapur,Black,Wheat,93.8,52.5,55.7,4.05,26.6,8.2,11.9,26.1,Post-Monsoon,DAP
Parbhani,Black,Bajra,61.6,41.1,41.4,5.34,10.5,8.1,20.0,32.3,Summer,Urea
Latur,Black,Cotton,110.7,50.7,64.9,3.29,15.2,7.2,11.2,31.6,Dry,Urea
Sangli,Alluvial,Sugarcane,296.4,93.9,142.5,4.84,36.6,7.1,5.3,28.8,Pre-Monsoon,Complex Fertilizer
Satara,Black,Pomegranate,110.3,50.5,104.4,7.53,23.0,7.7,11.7,30.1,Moderate Rainfall,DAP
Nanded,Alluvial,Soybean,35.6,56.8,47.0,5.17,24.4,7.0,15.5,33.2,Dry,DAP
Bhandara,Black,Rice,108.1,50.0,59.4,3.27,18.8,8.0,7.2,27.2,Monsoon,Urea
Jalna,Black,Wheat,116.6,55.4,62.4,4.95,23.0,8.1,11.3,28.7,Post-Monsoon,DAP
Jalna,Black,Bajra,65.7,28.3,34.7,2.93,12.4,7.9,15.5,37.7,Post-Monsoon,Superphosphate
Palghar,Laterite,Rice,123.1,74.1,67.6,4.19,21.8,5.7,5.1,28.0,Heavy Rainfall,DAP
Kolhapur,Black,Sugarcane,277.1,129.1,220.3,7.61,32.0,8.0,3.7,31.5,Pre-Monsoon,Urea
Buldhana,Black,Soybean,25.6,63.2,46.6,3.66,17.3,7.0,7.6,30.8,Monsoon,Superphosphate
Bhandara,Black,Rice,103.6,53.7,52.8,3.66,17.1,7.3,10.2,31.9,Winter,DAP
Pune,Black,Bajra,61.5,35.2,42.5,3.64,15.0,8.5,5.4,26.8,Post-Monsoon,Urea
Ahmednagar,Black,Pomegranate,90.7,60.4,130.7,8.66,24.3,7.4,10.2,26.3,Moderate Rainfall,Complex Fertilizer
Aurangabad,Sandy,Sorghum,102.1,45.7,56.6,4.13,16.2,7.0,10.7,28.8,Semi-Arid,Vermicompost
Raigad,Sandy,Coconut,620.9,444.1,1544.2,14.25,33.3,7.0,5.6,26.1,Heavy Rainfall,Complex Fertilizer
Kolhapur,Alluvial,Groundnut,46.0,77.2,52.6,4.35,22.8,7.2,6.5,28.1,Winter,NPK 12:32:16
Dhule,Black,Sugarcane,200.4,97.6,197.1,5.61,35.4,8.5,5.9,28.1,Monsoon,Complex Fertilizer
Beed,Black,Bajra,60.1,37.5,41.6,3.39,13.8,7.9,12.5,31.8,Post-Monsoon,Complex Fertilizer
Sindhudurg,Red,Mango,170.8,106.1,185.3,8.99,26.0,6.7,2.3,27.9,Monsoon,Vermicompost
Satara,Red,Sugarcane,262.6,124.8,197.6,8.09,43.5,5.7,3.1,34.4,Winter,Complex Fertilizer
Mumbai Suburban,Sandy,Vegetables,146.0,83.4,113.4,4.58,29.4,6.2,3.0,29.0,Humid,Superphosphate
Jalgaon,Black,Sorghum,85.1,43.5,42.8,4.0,20.2,7.8,11.7,31.3,Moderate Rainfall,Superphosphate
Buldhana,Clay,Cotton,142.7,48.1,58.1,4.43,24.0,6.9,5.6,33.0,Post-Monsoon,Complex Fertilizer
Chandrapur,Black,Soybean,36.8,74.5,53.0,2.94,20.8,8.0,7.7,31.4,Monsoon,Superphosphate
Nashik,Red,Sorghum,104.6,56.2,46.0,4.76,13.3,5.7,10.5,33.8,Post-Monsoon,Complex Fertilizer
Chandrapur,Black,Soybean,31.6,75.2,47.5,5.32,20.3,7.9,4.5,26.7,Moderate Rainfall,Superphosphate
Mumbai City,Red,Vegetables,168.1,80.9,96.2,4.98,28.8,7.0,6.7,29.7,Heavy Rainfall,Vermicompost
Osmanabad,Sandy,Sorghum,115.7,57.3,50.3,3.57,15.5,6.3,12.9,35.1,Summer,Complex Fertilizer
Chandrapur,Black,Rice,103.2,59.6,69.4,2.36,13.5,7.3,8.9,29.8,Monsoon,NPK 12:32:16
Sindhudurg,Laterite,Coconut,739.7,460.4,1610.2,8.85,33.9,6.0,4.1,27.2,Heavy Rainfall,Vermicompost
Parbhani,Black,Cotton,105.4,37.0,53.1,3.28,27.2,7.1,11.9,34.7,Post-Monsoon,NPK 19:19:19
Latur,Black,Sorghum,86.6,42.4,45.0,4.07,14.6,7.4,8.8,28.6,Post-Monsoon,Superphosphate
Gondia,Black,Rice,90.3,56.1,54.1,4.8,14.7,7.8,6.1,26.8,Winter,Urea
Jalna,Black,Bajra,59.3,36.5,41.0,3.97,11.3,7.4,13.7,28.7,Semi-Arid,Superphosphate
Amravati,Black,Soybean,32.8,69.4,45.7,3.59,14.1,7.9,8.1,30.8,Post-Monsoon,Superphosphate
Parbhani,Black,Bajra,63.2,35.6,41.3,3.73,11.2,7.4,18.8,28.3,Dry,Superphosphate
Mumbai Suburban,Red,Rice,106.3,64.9,56.8,3.54,18.8,6.9,2.2,27.2,Heavy Rainfall,Urea
Akola,Clay,Cotton,144.7,50.0,56.6,3.83,22.3,7.5,3.6,34.6,Winter,Complex Fertilizer
Thane,Laterite,Coconut,685.8,446.5,1434.1,13.49,37.7,5.8,2.2,31.1,Humid,Urea
Beed,Red,Cotton,149.2,48.5,56.3,4.77,19.2,6.7,18.6,31.0,Dry,Urea
Ratnagiri,Red,Mango,174.4,69.7,103.5,9.09,28.4,6.9,7.4,31.4,Heavy Rainfall,Superphosphate
Raigad,Laterite,Rice,137.7,66.6,65.7,2.95,19.7,6.3,7.1,31.8,Monsoon,DAP
Kolhapur,Alluvial,Wheat,104.2,45.6,56.4,4.02,17.0,7.3,5.1,28.1,Post-Monsoon,NPK 12:32:16
Nagpur,Black,Sorghum,82.0,48.0,43.4,3.48,14.7,7.3,7.3,30.2,Moderate Rainfall,Complex Fertilizer
Sindhudurg,Laterite,Mango,131.4,134.4,196.8,7.42,24.4,6.2,4.5,26.8,Monsoon,MOP
Palghar,Laterite,Rice,130.7,83.3,67.5,5.37,19.2,6.1,5.2,29.5,Humid,Urea
Hingoli,Red,Chickpea,25.0,54.2,30.3,3.76,20.2,5.5,10.4,32.9,Post-Monsoon,MOP
Wardha,Black,Cotton,83.9,55.1,64.6,4.54,16.5,7.8,6.7,32.9,Winter,Complex Fertilizer
Nandurbar,Red,Wheat,138.3,56.3,60.6,3.12,21.9,6.1,5.8,32.4,Winter,DAP
Jalgaon,Alluvial,Sugarcane,262.7,82.7,176.1,7.28,29.5,7.4,8.9,33.1,Post-Monsoon,Complex Fertilizer
Hingoli,Black,Sorghum,81.6,38.4,42.9,3.71,10.8,7.5,16.1,31.1,Semi-Arid,Superphosphate
Ahmednagar,Red,Wheat,117.0,62.9,59.6,5.71,23.3,5.7,6.3,28.4,Pre-Monsoon,DAP
Bhandara,Red,Pigeon Pea,27.4,73.3,31.0,4.76,17.9,7.0,10.5,27.2,Monsoon,Urea
Jalna,Black,Bajra,52.3,33.8,38.2,2.44,13.9,8.4,10.9,28.5,Semi-Arid,Ammonium Sulphate
Jalna,Black,Sorghum,80.4,49.0,47.7,2.52,12.6,7.3,17.0,33.1,Dry,Complex Fertilizer
Gondia,Clay,Soybean,30.5,70.9,38.8,4.31,26.7,8.0,8.1,34.8,Winter,Superphosphate
Mumbai Suburban,Red,Vegetables,156.2,92.7,103.5,4.27,26.4,6.1,8.0,27.1,Heavy Rainfall,MOP
Nandurbar,Black,Cotton,137.7,41.7,63.7,3.9,24.6,7.7,4.7,30.5,Winter,DAP
Gondia,Black,Soybean,29.6,82.5,48.3,3.28,21.2,8.2,8.8,30.1,Monsoon,DAP
Latur,Black,Cotton,98.5,56.8,45.1,4.65,25.0,8.3,8.1,37.5,Dry,DAP
Washim,Clay,Banana,258.4,136.3,233.6,6.17,31.9,7.4,8.7,31.3,Post-Monsoon,MOP
Hingoli,Black,Cotton,91.9,52.9,54.9,2.94,18.1,7.7,16.0,32.1,Semi-Arid,NPK 19:19:19
Amravati,Black,Sorghum,78.1,41.9,50.7,4.85,14.6,8.5,3.4,34.9,Monsoon,MOP
Chandrapur,Red,Soybean,39.5,97.8,56.8,4.67,17.7,6.6,7.5,28.8,Monsoon,DAP
Sangli,Black,Maize,122.9,56.9,59.9,6.78,23.0,7.8,9.2,28.6,Pre-Monsoon,Vermicompost
Wardha,Clay,Orange,98.3,72.4,93.0,3.49,25.4,8.0,6.7,32.4,Monsoon,Ammonium Sulphate
Ahmednagar,Black,Sugarcane,189.2,78.3,188.4,7.9,33.0,7.0,4.4,30.2,Moderate Rainfall,NPK 19:19:19
Sindhudurg,Laterite,Rice,133.9,65.1,65.1,4.07,17.1,5.6,4.7,31.7,Monsoon,DAP
Gondia,Black,Wheat,106.2,48.8,62.0,2.67,17.3,8.2,10.1,33.9,Monsoon,Urea
Kolhapur,Black,Sugarcane,226.2,86.8,173.1,5.79,27.3,8.2,4.8,30.3,Moderate Rainfall,NPK 19:19:19
Jalgaon,Alluvial,Sorghum,102.1,35.7,48.2,5.26,14.3,6.8,10.5,26.8,Winter,NPK 12:32:16
Jalgaon,Alluvial,Sugarcane,232.4,98.9,155.0,9.06,28.8,7.0,6.6,27.1,Moderate Rainfall,Complex Fertilizer
Mumbai City,Sandy,Rice,124.6,54.3,66.3,5.59,15.5,7.4,7.3,31.1,Monsoon,Urea
Osmanabad,Sandy,Bajra,70.6,34.8,39.2,5.21,10.4,6.6,12.8,29.3,Dry,Complex Fertilizer
Parbhani,Black,Chickpea,19.5,44.7,32.5,4.64,17.3,7.9,16.3,32.9,Dry,Complex Fertilizer
Nagpur,Black,Wheat,117.0,49.8,59.0,5.45,22.3,8.1,4.3,32.8,Post-Monsoon,NPK 12:32:16
Ahmednagar,Black,Sorghum,77.7,43.8,48.4,4.3,16.3,7.7,9.6,34.9,Moderate Rainfall,MOP
Buldhana,Black,Sorghum,69.3,45.0,47.1,4.53,11.2,8.0,9.9,27.7,Monsoon,Superphosphate
Mumbai Suburban,Sandy,Vegetables,133.4,78.4,104.0,3.43,21.5,6.6,2.2,27.9,Humid,Ammonium Sulphate
Parbhani,Black,Cotton,88.9,53.4,43.6,2.78,18.0,7.8,8.9,35.0,Summer,Complex Fertilizer
Sindhudurg,Sandy,Rice,134.0,57.5,67.1,3.5,15.4,7.4,2.4,26.9,Heavy Rainfall,Urea
Latur,Sandy,Pigeon Pea,29.3,63.2,37.7,2.96,15.8,6.1,18.2,34.5,Dry,Ammonium Sulphate
Nagpur,Black,Sorghum,90.4,50.8,53.3,5.66,17.6,7.3,10.8,26.8,Post-Monsoon,Organic Compost
Satara,Black,Sugarcane,196.8,111.7,207.0,7.82,23.1,8.0,7.1,28.7,Winter,NPK 19:19:19
Buldhana,Black,Sorghum,71.7,44.6,51.1,4.7,21.6,7.1,7.0,33.1,Moderate Rainfall,Urea
Ratnagiri,Laterite,Mango,195.3,91.3,183.6,6.91,18.7,5.9,7.1,27.5,Monsoon,Ammonium Sulphate
Sangli,Black,Sugarcane,178.8,110.9,222.7,5.63,35.1,8.1,6.2,30.3,Winter,Complex Fertilizer
Pune,Black,Wheat,99.5,54.3,59.6,4.93,18.0,7.1,9.0,26.7,Pre-Monsoon,NPK 12:32:16
Jalna,Black,Pulses,24.3,54.8,24.5,3.12,22.4,7.6,10.5,33.2,Post-Monsoon,Ammonium Sulphate
Pune,Alluvial,Sugarcane,244.0,95.7,183.1,8.46,29.8,7.1,5.9,30.5,Pre-Monsoon,NPK 19:19:19
Solapur,Sandy,Chickpea,26.3,54.7,30.1,3.2,19.8,6.5,8.5,29.5,Post-Monsoon,MOP
Gondia,Black,Pigeon Pea,25.6,57.2,35.4,4.09,14.5,7.6,7.4,27.4,Winter,Ammonium Sulphate
Nandurbar,Black,Maize,118.7,71.4,47.0,5.51,22.4,8.0,11.2,34.4,Moderate Rainfall,Complex Fertilizer
Latur,Black,Cotton,98.2,46.7,70.2,3.38,20.7,7.3,17.7,36.7,Dry,Urea
Sangli,Red,Sugarcane,310.9,145.9,197.8,6.94,32.8,5.7,9.0,30.6,Winter,Complex Fertilizer
Ahmednagar,Red,Maize,145.6,90.3,51.9,5.14,18.4,5.6,11.8,34.5,Pre-Monsoon,Urea
Jalna,Black,Sorghum,79.6,40.6,57.3,3.18,13.8,7.4,10.5,28.4,Semi-Arid,Organic Compost
Hingoli,Black,Sorghum,75.1,44.6,54.3,5.45,12.3,8.5,8.5,30.0,Post-Monsoon,Vermicompost
Latur,Sandy,Cotton,156.7,56.0,47.9,4.2,23.9,6.7,11.5,35.9,Summer,Complex Fertilizer
Beed,Black,Bajra,67.2,30.7,43.3,4.45,13.3,7.1,10.1,31.8,Dry,Superphosphate
Solapur,Red,Pomegranate,106.0,54.6,109.6,6.18,28.2,6.4,4.3,28.4,Winter,NPK 12:32:16
Akola,Black,Cotton,129.5,44.6,42.5,3.71,19.8,7.1,4.5,31.6,Winter,Complex Fertilizer
Ratnagiri,Laterite,Rice,144.0,73.2,63.0,4.26,12.6,5.2,3.0,29.7,Monsoon,DAP
Sindhudurg,Laterite,Coconut,740.3,444.5,1491.8,14.55,41.8,6.5,7.2,26.4,Post-Monsoon,Complex Fertilizer
Bhandara,Black,Pigeon Pea,25.2,47.5,40.7,3.93,20.3,8.2,4.0,28.4,Monsoon,Vermicompost
Kolhapur,Alluvial,Sorghum,96.4,39.1,50.9,4.72,15.4,6.9,3.3,27.2,Moderate Rainfall,Complex Fertilizer
Osmanabad,Black,Bajra,65.4,33.7,32.0,3.7,13.8,7.0,11.4,37.7,Summer,Vermicompost
Satara,Black,Wheat,99.6,49.3,58.7,3.0,20.2,7.5,8.6,28.3,Pre-Monsoon,DAP
Aurangabad,Black,Bajra,63.5,34.7,37.4,2.91,10.6,7.6,18.6,34.2,Post-Monsoon,Organic Compost
Sangli,Black,Sugarcane,244.6,101.4,162.6,8.82,32.8,7.6,4.4,32.1,Post-Monsoon,NPK 19:19:19
Jalna,Black,Sorghum,86.6,41.2,44.9,2.51,17.2,7.6,13.6,37.9,Semi-Arid,Superphosphate
Dhule,Black,Cotton,127.2,43.8,44.3,4.66,18.8,7.1,3.4,27.4,Moderate Rainfall,NPK 19:19:19
Mumbai Suburban,Red,Vegetables,121.9,86.3,103.7,3.49,27.7,5.9,4.3,29.1,Heavy Rainfall,Complex Fertilizer
Jalna,Black,Pulses,23.9,50.3,23.5,3.28,23.6,7.2,19.7,36.3,Post-Monsoon,Urea
Washim,Black,Cotton,109.8,56.8,54.0,4.37,18.6,8.1,4.6,31.9,Winter,DAP
Raigad,Red,Rice,105.7,66.4,56.6,5.31,14.0,6.2,2.4,30.2,Humid,NPK 12:32:16
Buldhana,Black,Bajra,73.5,32.9,30.5,4.48,14.7,7.2,7.7,31.4,Moderate Rainfall,Complex Fertilizer
Gondia,Black,Pigeon Pea,25.1,54.6,38.2,2.55,18.8,7.8,10.8,32.1,Moderate Rainfall,NPK 12:32:16
Gondia,Red,Wheat,122.6,69.9,65.4,5.72,13.9,5.6,9.1,29.1,Post-Monsoon,NPK 12:32:16
Nashik,Red,Tomato,182.8,103.9,129.6,4.69,20.6,6.9,3.1,34.3,Moderate Rainfall,Organic Compost
Mumbai Suburban,Sandy,Rice,139.9,54.8,67.0,4.54,17.2,6.2,7.4,31.5,Humid,Urea
Palghar,Laterite,Rice,152.4,68.5,65.5,4.65,16.5,6.0,4.0,31.3,Heavy Rainfall,NPK 12:32:16
Satara,Black,Pomegranate,109.5,55.7,117.2,5.73,24.2,8.4,10.7,30.9,Moderate Rainfall,Vermicompost
Mumbai Suburban,Laterite,Rice,137.1,84.3,67.2,4.11,13.2,6.3,7.9,29.6,Monsoon,Urea
Aurangabad,Red,Soybean,36.9,71.9,43.0,3.32,22.2,5.7,8.4,28.7,Summer,Superphosphate
Sindhudurg,Laterite,Cashew,135.8,58.7,148.8,10.2,20.2,5.2,5.3,31.7,Monsoon,DAP
Mumbai City,Red,Rice,122.5,59.8,51.3,5.59,14.8,6.4,6.1,26.1,Post-Monsoon,NPK 12:32:16
Jalgaon,Black,Cotton,85.8,51.5,53.5,3.58,20.0,7.8,11.7,29.5,Post-Monsoon,DAP
Nanded,Black,Cotton,132.2,51.3,53.7,2.9,19.5,8.3,18.9,31.9,Semi-Arid,Urea
Jalna,Black,Sorghum,92.6,42.5,44.3,4.27,12.2,8.3,19.7,37.3,Semi-Arid,Urea
Washim,Red,Sorghum,104.4,55.5,48.4,4.51,14.9,6.3,4.1,30.7,Winter,Organic Compost
Osmanabad,Black,Pigeon Pea,26.5,59.9,36.3,3.26,16.2,7.5,8.2,28.1,Dry,DAP
Bhandara,Black,Soybean,30.5,67.1,43.4,3.04,23.1,7.5,6.2,33.5,Monsoon,NPK 12:32:16
Chandrapur,Clay,Wheat,113.8,53.1,58.7,3.67,28.5,7.5,10.6,30.9,Winter,Urea
Sangli,Black,Sugarcane,207.4,98.5,200.1,8.49,40.6,8.3,4.5,33.2,Pre-Monsoon,DAP
Pune,Black,Sugarcane,211.0,114.3,201.7,6.52,36.0,8.2,3.7,30.3,Pre-Monsoon,Complex Fertilizer
Akola,Black,Soybean,26.6,65.9,50.3,3.62,20.4,7.8,8.2,27.6,Post-Monsoon,NPK 12:32:16
Beed,Black,Sorghum,81.9,43.1,48.2,4.41,19.9,7.2,15.5,35.9,Summer,Urea
Beed,Black,Cotton,128.8,52.7,43.4,4.65,21.7,7.5,11.3,29.8,Post-Monsoon,Complex Fertilizer
Nagpur,Black,Cotton,122.0,46.7,57.9,3.92,23.2,7.4,4.5,27.4,Moderate Rainfall,Urea
Gadchiroli,Clay,Rice,116.0,52.0,49.5,5.32,11.2,6.9,3.4,31.4,Post-Monsoon,Urea
Sindhudurg,Red,Rice,110.4,56.3,63.9,3.75,19.2,5.7,3.3,25.7,Post-Monsoon,Urea
Washim,Black,Soybean,31.6,66.8,47.4,3.9,17.3,7.4,9.5,31.5,Moderate Rainfall,Superphosphate
Washim,Black,Cotton,131.8,43.6,65.0,3.74,21.5,7.6,7.3,27.8,Post-Monsoon,DAP
Buldhana,Black,Sorghum,80.0,44.4,47.8,2.72,18.8,7.9,6.6,28.5,Post-Monsoon,MOP
Nanded,Alluvial,Rice,116.8,47.7,61.2,3.34,19.7,6.7,16.0,29.0,Summer,Urea
Nandurbar,Black,Pulses,26.4,44.8,34.4,3.59,16.6,7.8,5.7,30.8,Monsoon,Complex Fertilizer
Satara,Black,Wheat,102.0,51.8,60.9,3.09,27.3,7.8,7.0,31.9,Pre-Monsoon,Urea
Raigad,Red,Cashew,117.9,61.1,139.8,11.44,29.0,6.9,7.4,30.4,Post-Monsoon,DAP
Kolhapur,Black,Turmeric,141.4,72.3,97.6,3.32,26.5,8.1,9.8,30.9,Winter,Superphosphate
Kolhapur,Black,Sugarcane,210.2,120.1,184.1,8.81,33.5,8.1,11.0,27.7,Moderate Rainfall,Urea
Palghar,Laterite,Coconut,799.5,483.1,1623.6,6.42,28.5,5.8,2.6,30.7,Monsoon,Superphosphate
Osmanabad,Black,Cotton,88.4,45.8,62.2,4.54,20.3,8.0,13.3,33.0,Semi-Arid,Complex Fertilizer
Kolhapur,Red,Wheat,129.9,71.2,61.8,3.67,20.6,6.8,8.4,32.3,Post-Monsoon,NPK 12:32:16
Raigad,Laterite,Mango,227.0,112.2,167.6,7.72,28.1,6.3,2.0,30.7,Monsoon,Ammonium Sulphate
Wardha,Black,Sorghum,69.3,39.5,48.6,3.44,17.2,7.1,11.9,34.6,Post-Monsoon,DAP
Gadchiroli,Clay,Rice,118.0,55.6,57.8,3.89,17.5,7.4,5.8,35.0,Monsoon,DAP
Jalgaon,Alluvial,Cotton,108.4,41.5,52.1,4.8,15.6,6.7,5.7,26.7,Moderate Rainfall,NPK 19:19:19
Nashik,Black,Wheat,111.0,48.4,60.0,5.64,28.0,7.6,3.8,29.4,Post-Monsoon,NPK 12:32:16
Palghar,Sandy,Rice,134.4,54.3,72.6,3.6,15.9,7.2,6.6,27.5,Monsoon,Urea
Pune,Black,Sugarcane,235.2,123.6,179.4,7.57,27.9,7.5,5.5,30.9,Moderate Rainfall,Complex Fertilizer
Nandurbar,Black,Sorghum,79.2,48.8,48.1,3.1,17.2,7.1,6.2,26.9,Post-Monsoon,Ammonium Sulphate
Akola,Black,Cotton,131.3,46.4,44.7,4.32,23.6,7.2,3.8,28.5,Moderate Rainfall,Urea
Nandurbar,Black,Cotton,120.0,44.2,58.0,3.61,24.7,7.2,7.4,29.8,Winter,Urea
Chandrapur,Black,Soybean,29.0,60.7,51.3,4.75,25.6,7.4,11.8,33.2,Monsoon,DAP
Osmanabad,Red,Bajra,65.5,37.2,38.4,5.27,13.6,6.9,12.1,31.4,Summer,Vermicompost
Gadchiroli,Black,Wheat,101.6,54.8,59.2,3.53,24.0,7.9,6.0,34.4,Winter,Urea
Gondia,Black,Soybean,28.9,63.8,55.3,5.54,17.6,7.2,10.7,27.9,Post-Monsoon,Superphosphate
Kolhapur,Alluvial,Sorghum,90.7,39.8,52.7,4.93,11.2,6.8,5.0,32.3,Moderate Rainfall,Urea
Ratnagiri,Laterite,Cashew,108.0,73.8,91.5,6.42,27.3,5.4,6.4,29.1,Monsoon,Vermicompost
Gadchiroli,Black,Wheat,108.4,59.2,59.5,4.8,20.0,7.5,9.2,33.9,Post-Monsoon,Urea
Latur,Black,Bajra,66.4,41.0,37.8,4.33,11.9,8.4,19.7,30.5,Summer,Organic Compost
Solapur,Red,Chickpea,29.8,51.5,24.7,5.26,21.4,7.0,11.9,34.2,Post-Monsoon,Ammonium Sulphate
Latur,Black,Soybean,30.0,69.0,41.7,4.79,19.0,7.4,17.7,30.3,Post-Monsoon,Superphosphate
Osmanabad,Black,Chickpea,20.0,44.9,27.4,4.1,19.7,8.1,17.8,33.3,Semi-Arid,Urea
Buldhana,Black,Wheat,87.3,56.5,63.9,5.46,21.2,8.0,10.0,31.1,Winter,DAP
Beed,Black,Cotton,102.7,49.2,56.6,4.62,25.3,7.1,13.4,33.7,Semi-Arid,Complex Fertilizer
Gadchiroli,Red,Rice,135.6,65.7,63.9,3.25,18.6,5.8,10.1,32.4,Post-Monsoon,DAP
Yavatmal,Black,Cotton,116.3,49.7,56.2,3.22,14.5,7.3,5.6,31.4,Winter,NPK 19:19:19
Pune,Black,Vegetables,108.8,71.6,85.2,5.13,24.7,7.7,5.3,31.0,Moderate Rainfall,Urea
Amravati,Black,Sorghum,75.6,49.6,54.1,3.18,16.5,8.4,7.5,33.5,Monsoon,Vermicompost
